a0_fplus  0.42289944554385
a1_fplus  -1.3728104863374
a2_fplus  1.7972027464353
a0_fperp  0.51481500095982
a1_fperp  -1.4781062832535
a2_fperp  1.2496439876194
a0_f0  0.36042499343404
a1_f0  -0.92482193483026
a2_f0  0.98613652433444
a0_gpp  0.35215636497534
a1_gplus  -1.2967731205869
a2_gplus  2.7105907966216
a1_gperp  -1.3607353822819
a2_gperp  2.4621349078983
a0_g0  0.40587786671876
a1_g0  -1.1622160468556
a2_g0  1.1489545265193
a0_hplus  0.47531395286747
a1_hplus  -0.8839853942628
a2_hplus  -0.81901562111834
a0_hperp  0.37449633654207
a1_hperp  -0.94393620829042
a2_hperp  1.160584212019
a0_htildepp  0.32557980205714
a1_htildeplus  -0.96031340669186
a2_htildeplus  2.9779809449577
a1_htildeperp  -0.96338607873742
a2_htildeperp  2.4782325273996
